name,category,evolution_stage,rarity,description,image_url
Flareon - Jungle,Fire,2,Rare Holo,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Fire + Fire + Colorless + Colorless) - Flamethrower: 60 damage. Discard 1 Fire Energy card attached to Flareon in order to use this attack.

Flavor: When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",https://images.pokemontcg.io/base2/3.png
Jolteon - Jungle,Lightning,2,Rare Holo,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Lightning + Lightning + Colorless) - Pin Missile: 20× damage. Flip 4 coins. This attack does 20 damage times the number of heads.

Flavor: It accumulates negative ions from the atmosphere to blast out 10,000-volt lightning bolts.",https://images.pokemontcg.io/base2/4.png
Kangaskhan - Jungle,Colorless,1,Rare Holo,"Attack (Colorless) - Fetch: Draw a card.

Attack (Colorless + Colorless + Colorless + Colorless) - Comet Punch: 20× damage. Flip 4 coins. This attack does 20 damage times the number of heads.

Flavor: The infant rarely ventures out of its mother's protective pouch until it is three years old.",https://images.pokemontcg.io/base2/5.png
Mr. Mime - Jungle,Psychic,1,Rare Holo,"Evolves from: Mime Jr.

Ability (Pokémon Power) - Invisible Wall: Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power can't be used if Mr. Mime is Asleep, Confused, or Paralyzed.

Attack (Psychic + Colorless) - Meditate: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon.

Flavor: If interrupted while miming, it will slap around the enemy with its broad hands.",https://images.pokemontcg.io/base2/6.png
Nidoqueen - Jungle,Grass,3,Rare Holo,"Evolves from: Nidorina

Attack (Grass + Colorless) - Boyfriends: 20+ damage. Does 20 damage plus 20 more damage for each Nidoking you have in play.

Attack (Grass + Grass + Colorless + Colorless) - Mega Punch: 50 damage. 

Flavor: Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.",https://images.pokemontcg.io/base2/7.png
Pidgeot - Jungle,Colorless,3,Rare Holo,"Evolves from: Pidgeotto

Attack (Colorless + Colorless) - Wing Attack: 20 damage. 

Attack (Colorless + Colorless + Colorless) - Hurricane: 30 damage. Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.

Flavor: When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.",https://images.pokemontcg.io/base2/8.png
Pinsir - Jungle,Grass,1,Rare Holo,"Attack (Grass + Grass) - Irongrip: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Grass + Grass + Colorless + Colorless) - Guillotine: 50 damage. 

Flavor: If it fails to crush the victim in its pincers, it will swing its victim around and toss it hard.",https://images.pokemontcg.io/base2/9.png
Scyther - Jungle,Grass,1,Rare Holo,"Attack (Grass) - Swords Dance: During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.

Attack (Colorless + Colorless + Colorless) - Slash: 30 damage. 

Evolves into: Scizor

Flavor: With ninja-like agility and speed, it can create the illusion that there is more than one of it.",https://images.pokemontcg.io/base2/10.png
Snorlax - Jungle,Colorless,1,Rare Holo,"Evolves from: Munchlax

Ability (Pokémon Power) - Thick Skinned: Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed.

Attack (Colorless + Colorless + Colorless + Colorless) - Body Slam: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",https://images.pokemontcg.io/base2/11.png
Vaporeon - Jungle,Water,2,Rare Holo,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Water + Water + Colorless) - Water Gun: 30+ damage. Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.

Flavor: Lives close to water. Its long tail is ridged with a fin that is often mistaken for a mermaid's.",https://images.pokemontcg.io/base2/12.png
Venomoth - Jungle,Grass,2,Rare Holo,"Evolves from: Venonat

Ability (Pokémon Power) - Shift: Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass) - Venom Powder: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.

Flavor: The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.",https://images.pokemontcg.io/base2/13.png
Victreebel - Jungle,Grass,3,Rare Holo,"Evolves from: Weepinbell

Attack (Grass) - Lure: If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.

Attack (Grass + Grass) - Acid: 20 damage. Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn.

Flavor: Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://images.pokemontcg.io/base2/14.png
Vileplume - Jungle,Grass,3,Rare Holo,"Evolves from: Gloom

Ability (Pokémon Power) - Heal: Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass + Grass) - Petal Dance: 40× damage. Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).

Flavor: The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up.",https://images.pokemontcg.io/base2/15.png
Wigglytuff - Jungle,Colorless,2,Rare Holo,"Evolves from: Jigglypuff

Attack (Colorless) - Lullaby: The Defending Pokémon is now Asleep.

Attack (Colorless + Colorless + Colorless) - Do the Wave: 10+ damage. Does 10 damage plus 10 more damage for each of your Benched Pokémon.

Flavor: The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",https://images.pokemontcg.io/base2/16.png
Clefable - Jungle,Colorless,2,Rare,"Evolves from: Clefairy

Attack (Colorless) - Metronome: Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)

Attack (Colorless + Colorless) - Minimize: All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).

Flavor: A timid Fairy Pokémon that is rarely seen. It will run and hide the moment it senses people.",https://images.pokemontcg.io/base2/17.png
Electrode - Jungle,Lightning,2,Rare,"Evolves from: Voltorb

Attack (Colorless + Colorless) - Tackle: 20 damage. 

Attack (Lightning + Lightning + Lightning) - Chain Lightning: 20 damage. If the Defending Pokémon isn't Colorless, this attack does 10 damage to each Benched Pokémon of the same type as the Defending Pokémon (including your own).

Flavor: It stores electrical energy under very high pressure. It often explodes with little or no provocation.",https://images.pokemontcg.io/base2/18.png
Flareon - Jungle,Fire,2,Rare,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Fire + Fire + Colorless + Colorless) - Flamethrower: 60 damage. Discard 1 Fire Energy card attached to Flareon in order to use this attack.

Flavor: When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",https://images.pokemontcg.io/base2/19.png
Jolteon - Jungle,Lightning,2,Rare,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Lightning + Lightning + Colorless) - Pin Missile: 20× damage. Flip 4 coins. This attack does 20 damage times the number of heads.

Flavor: It accumulates negative ions from the atmosphere to blast out 10,000-volt lightning bolts.",https://images.pokemontcg.io/base2/20.png
Kangaskhan - Jungle,Colorless,1,Rare,"Attack (Colorless) - Fetch: Draw a card.

Attack (Colorless + Colorless + Colorless + Colorless) - Comet Punch: 20× damage. Flip 4 coins. This attack does 20 damage times the number of heads.

Flavor: The infant rarely ventures out of its mother's protective pouch until it is three years old.",https://images.pokemontcg.io/base2/21.png
Mr. Mime - Jungle,Psychic,1,Rare,"Evolves from: Mime Jr.

Ability (Pokémon Power) - Invisible Wall: Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power can't be used if Mr. Mime is Asleep, Confused, or Paralyzed.

Attack (Psychic + Colorless) - Meditate: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon.

Flavor: If interrupted while miming, it will slap around the enemy with its broad hands.",https://images.pokemontcg.io/base2/22.png
Nidoqueen - Jungle,Grass,3,Rare,"Evolves from: Nidorina

Attack (Grass + Colorless) - Boyfriends: 20+ damage. Does 20 damage plus 20 more damage for each Nidoking you have in play.

Attack (Grass + Grass + Colorless + Colorless) - Mega Punch: 50 damage. 

Flavor: Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.",https://images.pokemontcg.io/base2/23.png
Pidgeot - Jungle,Colorless,3,Rare,"Evolves from: Pidgeotto

Attack (Colorless + Colorless) - Wing Attack: 20 damage. 

Attack (Colorless + Colorless + Colorless) - Hurricane: 30 damage. Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.

Flavor: When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.",https://images.pokemontcg.io/base2/24.png
Pinsir - Jungle,Grass,1,Rare,"Attack (Grass + Grass) - Irongrip: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Grass + Grass + Colorless + Colorless) - Guillotine: 50 damage. 

Flavor: If it fails to crush the victim in its pincers, it will swing its victim around and toss it hard.",https://images.pokemontcg.io/base2/25.png
Scyther - Jungle,Grass,1,Rare,"Attack (Grass) - Swords Dance: During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.

Attack (Colorless + Colorless + Colorless) - Slash: 30 damage. 

Evolves into: Scizor

Flavor: With ninja-like agility and speed, it can create the illusion that there is more than one of it.",https://images.pokemontcg.io/base2/26.png
Snorlax - Jungle,Colorless,1,Rare,"Evolves from: Munchlax

Ability (Pokémon Power) - Thick Skinned: Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed.

Attack (Colorless + Colorless + Colorless + Colorless) - Body Slam: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",https://images.pokemontcg.io/base2/27.png
Vaporeon - Jungle,Water,2,Rare,"Evolves from: Eevee

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Attack (Water + Water + Colorless) - Water Gun: 30+ damage. Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.

Flavor: Lives close to water. Its long tail is ridged with a fin that is often mistaken for a mermaid's.",https://images.pokemontcg.io/base2/28.png
Venomoth - Jungle,Grass,2,Rare,"Evolves from: Venonat

Ability (Pokémon Power) - Shift: Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass) - Venom Powder: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.

Flavor: The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.",https://images.pokemontcg.io/base2/29.png
Victreebel - Jungle,Grass,3,Rare,"Evolves from: Weepinbell

Attack (Grass) - Lure: If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.

Attack (Grass + Grass) - Acid: 20 damage. Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn.

Flavor: Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://images.pokemontcg.io/base2/30.png
